Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7rbECVPkY5UODxoOUVKZnA,"I Wonder","Graduation","Kanye West",2007-09-11,243440,84,true,,1970-01-01T00:00:00Z,"rap","Roc-A-Fella",0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,4
spotify:track:1Is8hGpkGMiePASAxBluxM,"16","The Melodic Blue","Baby Keem",2021-09-10,156040,76,true,,1970-01-01T00:00:00Z,"","Columbia",0.701,0.782,1,-4.987,1,0.138,0.0918,0.00000231,0.124,0.57,94.03,4
spotify:track:3spdoTYpuCpmq19tuD0bOe,"My Way","My Way (Expanded Edition)","Frank Sinatra",1969-03,276800,78,false,,1970-01-01T00:00:00Z,"christmas,big band,adult standards,swing music,jazz,vocal jazz","FRANK SINATRA DIGITAL REPRISE",0.401,0.381,2,-7.458,1,0.0274,0.7,0,0.122,0.229,75.454,4
spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Ojitos Lindos","Un Verano Sin Ti","Bad Bunny;Bomba Estéreo",2022-05-06,258298,87,false,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino,latin alternative,electrocumbia","Rimas Entertainment LLC",0.647,0.686,3,-5.745,0,0.0413,0.08,0.00000134,0.528,0.268,79.928,4
spotify:track:5VzNsUnLmYcRfRfxpQsusa,"La Nota","Dopamina","Manuel Turizo;Rauw Alejandro;Myke Towers",2021-04-09,216107,65,false,,1970-01-01T00:00:00Z,"reggaeton,pop urbano,colombian pop,latin,trap latino,urbano latino","Sony Music Latin/La Industria",0.736,0.632,11,-4.939,0,0.0648,0.18,0,0.349,0.503,92.03,4
spotify:track:1mea3bSkSGXuIRvnydlB5b,"Viva La Vida","Viva La Vida or Death and All His Friends","Coldplay",2008-06-06,242373,88,false,,1970-01-01T00:00:00Z,"","Parlophone UK",0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
spotify:track:5LYJ631w9ps5h9tdvac7yP,"Easy Lover","Chinese Wall (Expanded Edition)","Philip Bailey;Phil Collins",1984-10-01,305866,76,false,,1970-01-01T00:00:00Z,"yacht rock,soft rock","Columbia/Legacy",0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,4
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Me Porto Bonito","Un Verano Sin Ti","Bad Bunny;Chencho Corleone",2022-05-06,178567,86,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0000268,0.0933,0.425,92.005,4
spotify:track:739WUU1tPFLO4x4HJq561K,"Cupid - Twin Ver.","The Beginning","FIFTY FIFTY",2023-09-22,174253,0,false,,1970-01-01T00:00:00Z,"k-pop","WM Korea",0.783,0.592,11,-8.332,0,0.0331,0.435,0.00000415,0.347,0.726,120.018,4
spotify:track:0fv2KH6hac06J86hBUTcSf,"NEW MAGIC WAND","IGOR","Tyler, The Creator",2019-05-17,195327,78,true,,1970-01-01T00:00:00Z,"","Columbia",0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,4
spotify:track:4rfaoyaZvNa60cj3OKSQV9,"Migraine","Vessel","Twenty One Pilots",2013-01-08,239014,68,false,,1970-01-01T00:00:00Z,"","Fueled By Ramen",0.69,0.678,0,-6.52,1,0.154,0.11,0,0.246,0.409,173.995,4
spotify:track:6yVjjQA31SLM1kc4j5jPwF,"BRAZILIAN DANÇA PHONK","BRAZILIAN DANÇA PHONK","6YNTHMANE;RXDXVIL",2023-05-12,118194,66,true,,1970-01-01T00:00:00Z,"phonk,brazilian phonk","6YNTHMANE X RXDXVIL",0.748,0.99,1,-2.39,1,0.151,0.303,0.132,0.267,0.386,126.015,4
spotify:track:6Xom58OOXk2SoU711L2IXO,"Moscow Mule","Un Verano Sin Ti","Bad Bunny",2022-05-06,245939,87,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.804,0.674,5,-5.453,0,0.0333,0.294,0.00000118,0.115,0.292,99.968,4
spotify:track:3DK6m7It6Pw857FcQftMds,"Runaway","My Beautiful Dark Twisted Fantasy","Kanye West;Pusha T",2010-11-22,547733,85,true,,1970-01-01T00:00:00Z,"rap","Roc-A-Fella",0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,4
spotify:track:05uGBKRCuePsf43Hfm0JwX,"Brain Damage","The Dark Side of the Moon","Pink Floyd",1973-03-01,230493,72,false,,1970-01-01T00:00:00Z,"progressive rock,psychedelic rock,classic rock,art rock,rock","Pink Floyd Records",0.324,0.265,2,-13.398,1,0.0302,0.0732,0.341,0.366,0.208,133.568,4
spotify:track:6dBUzqjtbnIa1TwYbyw5CM,"Lovers Rock","French Exit","TV Girl",2014-06-05,213920,88,false,,1970-01-01T00:00:00Z,"","TV Girl",0.559,0.871,5,-5.338,0,0.0397,0.00000753,0.00545,0.096,0.572,104.97,4
spotify:track:5M4yti0QxgqJieUYaEXcpw,"Eventually","Currents","Tame Impala",2015-07-17,318591,79,false,,1970-01-01T00:00:00Z,"neo-psychedelic,indie","Universal Music Australia Pty. Ltd.",0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,4
spotify:track:0EgLxY52mpGsXETyEsgVlP,"HOPE","HOPE","NF",2023-04-07,264473,71,false,,1970-01-01T00:00:00Z,"christian hip hop","NF Real Music II",0.546,0.787,0,-4.023,0,0.212,0.396,0,0.0619,0.497,100.559,3
spotify:track:3xeaR6dAHQHU6rtUPRK9tX,"Rave Culture 2022","Rave Culture 2022","Sub Zero Project",2021-12-10,184000,47,false,,1970-01-01T00:00:00Z,"hardstyle,frenchcore,hardcore","Rave Culture",0.292,0.947,1,-4.449,1,0.0906,0.00171,0.593,0.191,0.0859,150.101,4
spotify:track:2SKbfpLllFnng15pAWAUS7,"The Only Thing They Fear Is You","The Only Thing They Fear Is You","verxn",2023-07-09,404063,0,false,,1970-01-01T00:00:00Z,"","verxn",0.326,0.729,1,-14.779,0,0.0853,0.000345,0.0553,0.186,0.141,104.687,4
spotify:track:2ctvdKmETyOzPb2GiJJT53,"Breathe (In the Air)","The Dark Side of the Moon","Pink Floyd",1973-03-01,169560,81,false,,1970-01-01T00:00:00Z,"progressive rock,psychedelic rock,classic rock,art rock,rock","Pink Floyd Records",0.431,0.373,11,-15.142,0,0.0346,0.389,0.728,0.143,0.253,128.153,4
spotify:track:6gkN5lGMV6Dt5Ac8zuErDR,"Battlefield 2042","Battlefield 2042 (Official Soundtrack)","Hildur Guðnadóttir;Sam Slater",2021-09-09,152413,30,false,,1970-01-01T00:00:00Z,"neoclassical,drone,score,contemporary classical","EA Music",0.472,0.414,10,-11.447,0,0.0269,0.000292,0.901,0.257,0.0579,89.034,3
spotify:track:2UW7JaomAMuX9pZrjVpHAU,"La Bebe - Remix","La Bebe (Remix)","Yng Lvcas;Peso Pluma",2023-03-17,234352,80,true,,1970-01-01T00:00:00Z,"reggaeton mexa,reggaeton,electro corridos,dembow belico,corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,sad sierreño,banda","WM Mexico",0.812,0.479,2,-5.678,0,0.333,0.213,0.00000121,0.0756,0.559,169.922,4
spotify:track:5w40ZYhbBMAlHYNDaVJIUu,"Chemical","Chemical","Post Malone",2023-04-14,184013,75,true,,1970-01-01T00:00:00Z,"","Mercury Records/Republic Records",0.49,0.88,2,-4.856,1,0.0435,0.00154,0,0.103,0.392,169.949,4
spotify:track:1vKhN4uPpLXW91qQ1Gu0z8,"Clouds (feat. The Wombats)","Fantasy","Whethan;The Wombats",2020-10-16,168062,41,false,,1970-01-01T00:00:00Z,"indie","Big Beat Records",0.572,0.711,9,-6.19,0,0.173,0.000644,0.0000479,0.258,0.434,160.119,4
spotify:track:54ELExv56KCAB4UP9cOCzC,"Gato de Noche","Gato de Noche","Ñengo Flow;Bad Bunny",2022-12-22,227013,70,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC.",0.892,0.662,8,-3.894,1,0.162,0.169,0.00000124,0.363,0.607,93.976,4
spotify:track:1s7oOCT8vauUh01PbJD6ps,"Calm Down (with Selena Gomez)","Rave & Roses Ultra","Rema;Selena Gomez",2023-04-27,239317,75,false,,1970-01-01T00:00:00Z,"afrobeats,afrobeat,afropop,afropiano","Mavin Records / Jonzing World",0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4
spotify:track:2xar08Fq5xra2KKZs5Bw9j,"I've Got a Woman","Ray Charles (aka: Hallelujah, I Love Her So)","Ray Charles",1957-01-01,171466,70,false,,1970-01-01T00:00:00Z,"soul,soul blues,blues,classic soul,vocal jazz","Rhino Atlantic",0.556,0.61,9,-4.729,1,0.213,0.833,0.00000222,0.258,0.665,199.373,4
spotify:track:5tz69p7tJuGPeMGwNTxYuV,"1-800-273-8255","Everybody","Logic;Alessia Cara;Khalid",2017-05-05,250173,77,true,,1970-01-01T00:00:00Z,"","Def Jam Recordings",0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,4
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,"Tití Me Preguntó","Un Verano Sin Ti","Bad Bunny",2022-05-06,243716,95,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
spotify:track:58k32my5lKofeZRtIvBDg9,"HONEST","DIE FOR MY BITCH","Baby Keem",2019-07-19,172672,76,true,,1970-01-01T00:00:00Z,"","Baby Keem LLC",0.676,0.536,2,-8.79,1,0.0432,0.403,0.0000337,0.105,0.373,79.037,4
spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,"La Bachata","2000","Manuel Turizo",2023-03-17,162637,81,false,,1970-01-01T00:00:00Z,"reggaeton,pop urbano,colombian pop,latin","Sony Music Latin/La Industria",0.835,0.679,7,-5.329,0,0.0364,0.583,0.00000198,0.218,0.85,124.98,4
spotify:track:3LBzYSJzJVCyff1bLBOzcr,"Battlefield V Legacy Theme","Battlefield V (Original Soundtrack)","Johan Söderqvist;Patrik Andrén",2018-11-16,215866,42,false,,1970-01-01T00:00:00Z,"soundtrack","EA Music",0.545,0.623,8,-13.835,1,0.0465,0.377,0.852,0.13,0.198,171.95,3
spotify:track:2iuGGtnIs24yvQcVeTO6Fq,"Aruarian Dance - you have no enemies","Aruarian Dance (you have no enemies)","DXRYL",2004,227828,0,false,,1970-01-01T00:00:00Z,"","DXRYL",0.673,0.499,8,-11.697,1,0.0287,0.9,0.931,0.164,0.81,107.038,4
spotify:track:5Pkn31exSVgFbfDAH961QC,"In the Woods Somewhere","Hozier (Expanded Edition)","Hozier",2014-09-19,331400,54,false,,1970-01-01T00:00:00Z,"","Columbia",0.354,0.426,6,-8.704,0,0.0295,0.782,0.11,0.115,0.185,98.062,3
spotify:track:0VffaI2jwQknRrxpECYHsF,"Greyhound","Until Now","Swedish House Mafia",2012-01-01,410096,64,false,,1970-01-01T00:00:00Z,"edm","Virgin Records",0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,4
spotify:track:7jtQIBanIiJOMS6RyCx6jZ,"Another Love","Long Way Down","Tom Odell",2013-06-17,244360,65,true,,1970-01-01T00:00:00Z,"","ITNO/Columbia",0.442,0.538,4,-8.55,0,0.0451,0.717,0.0000295,0.09,0.139,122.758,4
spotify:track:7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi","ROSALÍA;Ozuna",2019-08-15,201040,75,false,,1970-01-01T00:00:00Z,"latin,reggaeton,trap latino,urbano latino","Columbia",0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,4
spotify:track:49X0LAl6faAusYq02PRAY6,"Lady - Hear Me Tonight","Modjo (Remastered)","Modjo",2001,307153,84,false,,1970-01-01T00:00:00Z,"french house,disco house","Modjo Music",0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4
spotify:track:4MjDJD8cW7iVeWInc2Bdyj,"MONACO","nadie sabe lo que va a pasar mañana","Bad Bunny",2023-10-13,267194,88,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,latin,urbano latino","Rimas Entertainment LLC",0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4
spotify:track:4l8xoLKkJXhqqfbWdXcs93,"destroyer of worlds","destroyer of worlds","Aaron Hibell",2023-09-08,246000,60,false,,1970-01-01T00:00:00Z,"stutter house","FFRR",0.209,0.786,4,-7.884,0,0.0666,0.00419,0.842,0.158,0.0372,134.958,4
spotify:track:0EqczV3o6fwksegAavIHpX,"LOVELY BASTARDS","LOVELY BASTARDS","ZWE1HVNDXR;yatashigang",2023-08-25,116104,69,true,,1970-01-01T00:00:00Z,"phonk,brazilian phonk,drift phonk","ZWE1HVNDXR",0.613,0.81,1,-6.16,1,0.488,0.832,0.899,0.137,0.686,150.251,4
spotify:track:3c28vYkrzU9nVqvJfbaSiu,"Amalia","Amalia","Wesly Bronkhorst",2022-06-02,157485,60,false,,1970-01-01T00:00:00Z,"hollands","NRGY Music",0.705,0.942,7,-2.179,0,0.0957,0.284,0.00000127,0.334,0.879,106.043,4
spotify:track:4vYVhz4SqtofR08nmQB84N,"Trepidation","Trepidation","Stan Christ",2020-08-07,262400,58,false,,1970-01-01T00:00:00Z,"hard techno,acid techno,techno,tekno,hardcore techno","Revised Records",0.673,0.962,0,-10.187,0,0.0637,0.0622,0.893,0.0843,0.124,149.987,4
spotify:track:7lzfMZak2HjNPXXSxksjPB,"Camarão Que Dorme a Onda Leva","Sambabook Zeca Pagodinho, Vol. 2","Zeca Pagodinho;Dudu Nobre;Mumuzinho;Djavan;Sombrinha;Arlindo Cruz;Maria Rita;Péricles;Alcione;Emicida;Diogo Nogueira;Frejat;Monarco;VELHA GUARDA DA PORTELA;Almir Guineto;Rildo Hora;Roberta Sá;Lenine;Beth Carvalho;Marcelo D2",2014-03-20,168948,0,false,,1970-01-01T00:00:00Z,"samba,pagode,mpb,new mpb,bossa nova,brazilian hip hop,brazilian rock,brazilian pop","Musickeria",0.723,0.694,0,-6.694,1,0.0802,0.313,0,0.052,0.739,106.359,4
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,"Everybody Wants To Rule The World","Songs From The Big Chair (Super Deluxe Edition)","Tears For Fears",1985-02-25,251488,87,false,,1970-01-01T00:00:00Z,"new wave,synthpop","UMC (Universal Music Catalogue)",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
spotify:track:22L7bfCiAkJo5xGSQgmiIO,"All Of The Lights","My Beautiful Dark Twisted Fantasy","Kanye West",2010-11-22,299613,82,true,,1970-01-01T00:00:00Z,"rap","Roc-A-Fella",0.531,0.803,1,-3.284,1,0.0717,0.0796,0.0000171,0.176,0.221,142.113,4
spotify:track:0juMU08O9byWiRBtKM1j5E,"Circle of Life/Nants' Ingonyama","The Lion King (Original Motion Picture Soundtrack)","Lindiwe Mkhize;Lebo M.",2019-07-10,241800,58,false,,1970-01-01T00:00:00Z,"","Walt Disney Records",0.297,0.518,10,-8.152,1,0.0378,0.412,0.000011,0.298,0.496,81.425,4
spotify:track:63dLm0BUpepXeFIfZ0OKEL,"BELEZA PULA","BRASILIAN SKIES","Masayoshi Takanaka",1978,473013,64,false,,1970-01-01T00:00:00Z,"jazz fusion,city pop,jazz funk","Universal Music LLC",0.57,0.717,11,-12.323,0,0.0465,0.426,0.69,0.429,0.931,134.943,4
spotify:track:7wCmS9TTVUcIhRalDYFgPy,"Where Is My Mind? - 2007 Remaster","Surfer Rosa (2007 Remaster)","Pixies",1988-03-21,234973,80,false,,1970-01-01T00:00:00Z,"alternative rock","4AD",0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,4
spotify:track:3sNVsP50132BTNlImLx70i,"Bound 2","Yeezus","Kanye West",2013-06-18,229146,84,true,,1970-01-01T00:00:00Z,"rap","Rock The World/IDJ/Kanye/LP6",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4
spotify:track:2yzshFeBIwH8tWIqHEFLeD,"un x100to","El Comienzo","Grupo Frontera;Bad Bunny",2023-08-25,194563,30,false,,1970-01-01T00:00:00Z,"cumbia norteña,banda,norteño,música mexicana,corrido,corridos tumbados,grupera,tejano,ranchera,reggaeton,trap latino,latin,urbano latino","Grupo Frontera",0.571,0.72,9,-4.089,1,0.0458,0.213,0,0.271,0.542,83.827,4
spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,"White Rabbit","Surrealistic Pillow","Jefferson Airplane",1967,150640,71,false,,1970-01-01T00:00:00Z,"psychedelic rock,acid rock","RCA/BMG Heritage",0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,4
spotify:track:4IRHwIZHzlHT1FQpRa5RdE,"Goodbye Yellow Brick Road - Remastered 2014","Goodbye Yellow Brick Road (Remastered)","Elton John",1973-10-05,192826,77,false,,1970-01-01T00:00:00Z,"","UMC (Universal Music Catalogue)",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
spotify:track:6XUHsYE38CEbYunT983O9G,"Give A Little Bit","Even In The Quietest Moments","Supertramp",1977-01-01,248173,75,false,,1970-01-01T00:00:00Z,"progressive rock,classic rock","A&M",0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,4
spotify:track:0fea68AdmYNygeTGI4RC18,"LA CANCIÓN","OASIS","J Balvin;Bad Bunny",2019-06-28,242573,92,false,,1970-01-01T00:00:00Z,"reggaeton,latin,trap latino,urbano latino","Universal Music Latino / Rimas",0.756,0.646,7,-5.795,1,0.319,0.152,0.0000181,0.108,0.429,176.088,4
spotify:track:1BqnZOkYJbvYLOhN0qPJDm,"Ma Baker","Love For Sale","Boney M.",1977,276080,69,false,,1970-01-01T00:00:00Z,"disco","MCI",0.746,0.76,2,-6.009,0,0.105,0.0342,0.0000218,0.31,0.902,128.976,4
spotify:track:7xy9K0gpqzgUGGuxG5ZfuN,"The Chant","The Chant","Duke Dumont",2023-05-05,190104,41,false,,1970-01-01T00:00:00Z,"house","Club Blasé / EMI",0.638,0.905,10,-5.939,0,0.0478,0.186,0.98,0.148,0.518,125.038,4
spotify:track:1xK59OXxi2TAAAbmZK0kBL,"Romantic Homicide","Romantic Homicide","d4vd",2022-07-20,132630,84,false,,1970-01-01T00:00:00Z,"","Darkroom/Interscope Records",0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,4
spotify:track:3gpAKcMVk1Z7txxyQGrbcx,"INDIGO","INDIGO","HOEHENANGST",2023-09-08,326842,35,true,,1970-01-01T00:00:00Z,"hard techno,techno,acid techno","Revised Records",0.563,0.999,5,-6.544,0,0.101,0.0111,0.783,0.109,0.0327,152.018,4
spotify:track:46M2hXnaQpueG7vSvgVtVH,"GTG","GTG","Freddie Dredd",2018-08-10,93893,62,true,,1970-01-01T00:00:00Z,"phonk","Doomshop Records/RCA Records",0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,4
spotify:track:65OR4ywy8Cgs3FDHK82Idl,"Higher Power","Music Of The Spheres","Coldplay",2021-10-15,206681,67,false,,1970-01-01T00:00:00Z,"","Parlophone UK",0.507,0.832,10,-5.931,1,0.0425,0.00643,0.000016,0.229,0.485,177.894,4
spotify:track:7ABLbnD53cQK00mhcaOUVG,"LALA","LA VIDA ES UNA","Myke Towers",2023-03-23,197920,81,true,,1970-01-01T00:00:00Z,"reggaeton,trap latino,urbano latino","WEA Latina",0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,4
spotify:track:7c9OHViTralZa26DFOSTs2,"Main Theme ～The Fullmetal Alchemist～","鋼の錬金術師 FULLMETAL ALCHEMIST Original Soundtrack 1","Akira Senju",2009-10-14,222520,47,false,,1970-01-01T00:00:00Z,"anime","Aniplex Inc.",0.209,0.385,7,-12.25,0,0.0366,0.965,0.828,0.107,0.0918,130.508,3
spotify:track:7wtU7N6R49UAbzQcLjRy5q,"if god didnt want us to snort worms he wouldn't have made them cylindrical!","effective. Power","MIMIDEATH",2020-03-05,58363,60,false,,1970-01-01T00:00:00Z,"breakcore,hyperpop,plunderphonics,speedcore","MIMIDEATH",0.703,0.743,5,-10.624,0,0.0299,0.0694,0.639,0.116,0.349,123.549,4
spotify:track:0x5CxIxVZUxwOQbwiVLS6J,"Charlie Brown","Mylo Xyloto","Coldplay",2011-10-19,285159,33,false,,1970-01-01T00:00:00Z,"","Parlophone UK",0.43,0.74,10,-7.072,1,0.0375,0.0212,0.00165,0.33,0.0948,137.978,4
